0			,271736
0.00135533	,1.40215E+06
0.00142282	,1.48044E+06
0.00267711	,1.36492E+07
0.0028257	,1.59656E+07
0.00397382	,3.76746E+07
0.00421863	,4.28386E+07
0.00526693	,6.63201E+07
0.00560171	,7.40308E+07
0.00659421	,9.69031E+07
0.00696648	,1.05367E+08
0.00819208	,1.31754E+08
0.00836051	,1.3482E+08
0.00892009	,1.46159E+08
0.00939852	,1.54753E+08
0.0102951	,1.75072E+08
0.0114246	,1.8576E+08
0.0124416	,1.96737E+08
0.0134109	,2.04886E+08
0.0143734	,2.10511E+08
0.0153491	,2.13781E+08
0.0163843	,2.17478E+08
0.0169563	,2.13099E+08
0.0171498	,2.11967E+08
0.017913	,2.11812E+08
0.018776	,2.08382E+08
0.0197895	,2.01739E+08
0.0204274	,2.06776E+08
0.0212313	,2.04008E+08
0.0215465	,1.98532E+08
0.022527	,1.96976E+08
0.0230745	,2.01883E+08
0.0234399	,1.93274E+08
0.0239446	,2.23594E+08
0.0243908	,2.21121E+08
0.0251603	,2.50563E+08
0.0256863	,2.77494E+08
0.0259905	,3.01935E+08
0.0269822	,4.02983E+08
0.0272811	,4.71046E+08
0.0281689	,5.13075E+08
0.0290205	,4.97171E+08
