0			,	3.10596E-34
0.0125062	,	-1.88526E-05
0.0250103	,	-7.48777E-05
0.0375123	,	-0.000166546
0.0500128	,	-0.000292256
0.0625122	,	-0.000450375
0.0750106	,	-0.000639287
0.0875084	,	-0.000857368
0.100006	,	-0.001103
0.112503	,	-0.00137456
0.125001	,	-0.00167043
0.127794	,	-0.00174163
0.137498	,	-0.00198899
0.149996	,	-0.00232862
0.162494	,	-0.00268769
0.174993	,	-0.00306458
0.187492	,	-0.00345768
0.199991	,	-0.00386536
0.212491	,	-0.004286
0.224991	,	-0.00471799
0.237492	,	-0.00515969
0.249993	,	-0.0056095
0.262495	,	-0.00606579
0.274996	,	-0.00652694
0.287498	,	-0.00699134
0.3			,	-0.00745734
