0,0
0.00625,-176381
0.0125,-244961
0.021875,-274950
0.0359375,-299614
0.0570313,-323114
0.0886719,-346302
0.100537,-352447
0.118335,-362790
0.145032,-375395
0.155043,-379530
0.17006,-386175
0.192585,-394976
0.201032,-397862
0.213703,-401596
0.232709,-408112
0.261217,-416926
0.271908,-419509
0.287944,-423744
0.311999,-430939
0.321019,-433175
0.334549,-435764
0.354845,-441027
0.385289,-448140
0.396705,-449913
0.41383,-454119
0.439517,-459935
0.449149,-461344
0.463598,-463922
0.485271,-469484
0.493399,-471095
0.50559,-472584
0.523877,-476072
0.551307,-481873
0.561593,-482946
0.577023,-485653
0.600167,-490887
0.608846,-492057
0.621865,-493138
0.626747,-494279
0.63407,-496449
0.645054,-499056
0.661531,-501341
0.686246,-505053
0.710961,-509626
0.71714,-509923
0.726408,-510665
0.729883,-511832
0.735097,-513430
0.742917,-515441
0.754647,-517546
0.772242,-518432
0.77884,-520042
0.788737,-522922
0.803583,-525792
0.825852,-527120
0.859255,-533608
0.871781,-533542
0.876478,-535206
0.883524,-537456
0.894093,-540031
0.909946,-541015
0.9258,-543653
0.941653,-547995
0.965433,-547857
0.971378,-549755
0.977323,-551952
0.986241,-554572
0.999617,-556618
1,-556620
