0,0
0.00625,-6.25E-06
0.0125,-1.25E-05
0.021875,-2.1875E-05
0.0359375,-3.59375E-05
0.0570313,-5.70313E-05
0.0886719,-8.86719E-05
0.100537,-0.000100537
0.118335,-0.000118335
0.145032,-0.000145032
0.155043,-0.000155043
0.17006,-0.00017006
0.192585,-0.000192585
0.201032,-0.000201032
0.213703,-0.000213703
0.232709,-0.000232709
0.261217,-0.000261217
0.271908,-0.000271908
0.287944,-0.000287944
0.311999,-0.000311999
0.321019,-0.000321019
0.334549,-0.000334549
0.354845,-0.000354845
0.385289,-0.000385289
0.396705,-0.000396705
0.41383,-0.00041383
0.439517,-0.000439517
0.449149,-0.000449149
0.463598,-0.000463598
0.485271,-0.000485271
0.493399,-0.000493399
0.50559,-0.00050559
0.523877,-0.000523877
0.551307,-0.000551307
0.561593,-0.000561593
0.577023,-0.000577023
0.600167,-0.000600167
0.608846,-0.000608846
0.621865,-0.000621865
0.626747,-0.000626747
0.63407,-0.00063407
0.645054,-0.000645054
0.661531,-0.000661531
0.686246,-0.000686246
0.710961,-0.000710961
0.71714,-0.00071714
0.726408,-0.000726408
0.729883,-0.000729883
0.735097,-0.000735097
0.742917,-0.000742917
0.754647,-0.000754647
0.772242,-0.000772242
0.77884,-0.00077884
0.788737,-0.000788737
0.803583,-0.000803583
0.825852,-0.000825852
0.859255,-0.000859255
0.871781,-0.000871781
0.876478,-0.000876478
0.883524,-0.000883524
0.894093,-0.000894093
0.909946,-0.000909946
0.9258,-0.0009258
0.941653,-0.000941653
0.965433,-0.000965433
0.971378,-0.000971378
0.977323,-0.000977323
0.986241,-0.0009862409999999999
0.999617,-0.000999617
1,-0.001
