0,0
0.00625,-176900
0.0125,-243940
0.021875,-273523
0.0359375,-297924
0.0570313,-321674
0.0886719,-344660
0.100537,-351855
0.112402,-359882
0.124268,-366284
0.142065,-374591
0.14874,-376672
0.158751,-380146
0.173768,-387986
0.196293,-396493
0.230081,-405439
0.238528,-410486
0.246975,-413067
0.259646,-416752
0.278652,-420005
0.30716,-429746
0.317851,-432355
0.333887,-435584
0.339901,-435925
0.348921,-437993
0.362452,-443725
0.382748,-447531
0.413191,-453133
0.420802,-456891
0.428413,-458094
0.439829,-459772
0.456954,-461860
0.482641,-469126
0.521171,-471188
0.53562,-479535
0.557293,-481287
0.589803,-489613
0.601994,-490207
0.620281,-492408
0.647711,-498913
0.657997,-499170
0.673427,-501735
0.696571,-507920
0.70525,-507738
0.718269,-507987
0.737797,-517173
0.767089,-514328
0.778073,-519756
0.79455,-524749
0.819265,-521795
0.828533,-528876
0.842435,-532940
0.863289,-528461
0.871109,-531811
0.882839,-543475
0.900434,-537748
0.926826,-551012
0.936723,-550631
0.951569,-543260
0.973838,-557647
0.980378,-562983
0.990189,-556541
1,-549926
