0,0
0.00625,-196693
0.0125,-313420
0.021875,-372571
0.0359375,-415717
0.0570313,-455746
0.0886719,-498967
0.100537,-510683
0.118335,-525423
0.122784,-529420
0.127234,-533741
0.133908,-540113
0.143919,-549387
0.158936,-562775
0.181462,-577641
0.189909,-582090
0.202579,-591913
0.221585,-606466
0.250094,-624525
0.260785,-628618
0.271475,-635893
0.282166,-643415
0.298202,-654508
0.322257,-667267
0.331277,-670587
0.344807,-679855
0.365103,-693307
0.395547,-708166
0.403158,-712337
0.410769,-717417
0.422185,-724622
0.439309,-735833
0.464996,-747596
0.503527,-772558
0.517975,-779756
0.532424,-787149
0.546873,-796512
0.568546,-810975
0.601056,-829260
0.633566,-853140
0.641693,-854762
0.649821,-860195
0.657948,-865838
0.67014,-873706
0.688426,-887713
0.695284,-892316
0.70557,-899470
0.721,-910128
0.744144,-928166
0.74993,-932900
0.755716,-936541
0.761502,-941386
0.770181,-946934
0.7832,-955816
0.802728,-975370
0.80761,-979665
0.812492,-983420
0.819815,-988659
0.830799,-995570
0.847276,-1008760
0.863753,-1029130
0.880229,-1039400
0.904945,-1065450
0.911123,-1077560
0.917302,-1081660
0.92657,-1086350
0.940472,-1093890
0.961326,-1131340
0.982179,-1141620
1,-1154910
